last_name, first_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95per-swing,ev95percent,barrels,brl_percent,brl_pa
Herrera, Dilson,599096,1,55.9,0.0,96.3,96.3,96.3,,272,272,,1,5.6,100.0,,0.0,0.0
Nogowski, John,596056,3,22.5,0.0,101.2,95.9,,97.7,102,65,,1,25.0,33.3,,0.0,0.0
Mateo, Jorge,622761,16,28.5,50.0,108.8,93.5,99.2,77.1,373,211,,8,14.0,50.0,,0.0,0.0
Oliva, Jared,666931,10,12.8,30.0,110,93.2,89.8,98.8,319,133,,4,14.8,40.0,,0.0,0.0
Refsnyder, Rob,608701,20,15,30.0,104.7,93,93.3,92.5,383,178,,10,13.0,50.0,,0.0,0.0
Navarreto, Brian,640459,4,32.9,50.0,96.3,92.8,93.4,,282,231,,2,22.2,50.0,,0.0,0.0
O'Grady, Brian,657434,4,14,25.0,104.7,92.7,96.5,89,361,182,,2,11.8,50.0,,0.0,0.0
Puello, César,527049,7,-17.5,0.0,106.9,92.3,,92.3,134,39,,3,21.4,42.9,,0.0,0.0
Rodríguez, Sean,446481,7,14.6,14.3,99.7,92.2,90.7,94.1,354,160,,3,12.0,42.9,,0.0,0.0
Torreyes, Ronald,591720,7,6.2,42.9,99.1,92.1,95.1,89.9,361,161,,2,22.2,28.6,,0.0,0.0
Hernández, Óscar,591712,3,6,33.3,100.4,91.9,100.4,87.7,306,150,,2,50.0,66.7,,0.0,0.0
Pérez, Hernán,541650,4,6.5,50.0,107,91.9,93.9,90,212,123,,2,18.2,50.0,,0.0,0.0
Rivera, Yadiel,592680,4,4.9,50.0,103.8,91.4,95.6,87.2,355,176,,2,15.4,50.0,,0.0,0.0
Briceño, José,593993,4,18.7,25.0,97.7,90.9,90.4,91.9,298,222,,1,10.0,25.0,,0.0,0.0
Mercedes, Yermín,606213,1,-0.4,0.0,90.9,90.9,,90.9,45,45,,,0.0,0.0,,0.0,0.0
Barreto, Franklin,620439,12,22.7,16.7,109.2,90.7,100.1,97.9,329,86,,5,10.4,41.7,,0.0,0.0
Noll, Jake,669738,13,13.7,30.8,108.4,90.3,90.2,95.9,320,156,,6,14.0,46.2,,0.0,0.0
Machín, Vimael,605353,53,6.4,35.8,108,89.9,90.2,89.7,382,157,,23,18.4,43.4,,0.0,0.0
Garlick, Kyle,664247,15,17.5,20.0,107.5,89.2,90.3,92.2,295,139,,6,19.4,40.0,,0.0,0.0
McKinney, Billy,641856,3,23.7,66.7,104.8,89.1,89.1,,297,242,,1,16.7,33.3,,0.0,0.0
Cain, Lorenzo,456715,16,-3.7,37.5,108.8,89,95.6,82.4,383,137,,4,14.8,25.0,,0.0,0.0
Apostel, Sherten,665947,11,-10.4,18.2,107.8,88.8,96.5,85.9,327,97,,4,8.7,36.4,,0.0,0.0
Lugo, Dawel,608475,9,8,11.1,106.6,88.7,93.6,87.5,360,104,,5,27.8,55.6,,0.0,0.0
Jones, Jahmai,663330,5,-1.9,40.0,100.8,88.5,99.9,80.9,280,124,,2,14.3,40.0,,0.0,0.0
Whitefield, Aaron,664334,1,-16.1,0.0,88.3,88.3,,88.3,10,10,,,0.0,0.0,,0.0,0.0
Moniak, Mickey,666160,8,-8.3,25.0,105.8,88.1,98.4,82,314,120,,3,9.4,37.5,,0.0,0.0
Dozier, Brian,572821,10,33,40.0,99.2,88,91.6,80.5,368,218,,1,5.3,10.0,,0.0,0.0
Difo, Wilmer,594694,11,20.8,45.5,101.2,88,86.9,89.9,339,196,,3,7.1,27.3,,0.0,0.0
Wisdom, Patrick,621550,2,48.1,0.0,91.7,87.9,87.9,,319,267,,,0.0,0.0,,0.0,0.0
Viloria, Meibrys,650619,12,-1.2,33.3,100.2,87.8,95.5,81.3,362,129,,3,8.1,25.0,,0.0,0.0
Mayfield, Jack,608686,30,24.4,23.3,106.5,87.4,87.6,89.3,364,166,,8,8.1,26.7,,0.0,0.0
Soto, Elliot,519303,5,-3.4,40.0,94.1,87.2,93.5,83.1,309,102,,,0.0,0.0,,0.0,0.0
Gutiérrez, Kelvin,642721,3,6.1,66.7,97.9,87.1,92.8,75.9,306,177,,1,5.0,33.3,,0.0,0.0
Sánchez, Ali,645305,6,16,0.0,94.3,87.1,85.9,90.3,322,128,,,0.0,0.0,,0.0,0.0
Heath, Nick,670084,8,-5.2,50.0,105.1,86.9,93.9,81.7,362,147,,1,2.9,12.5,,0.0,0.0
Cron, Kevin,605196,10,37.8,20.0,105.5,86.9,93.4,88,334,194,,2,4.8,20.0,,0.0,0.0
Bishop, Braden,623323,21,8.4,33.3,107.3,86.8,92.4,83.2,389,149,,5,8.5,23.8,,0.0,0.0
Paredes, Isaac,670623,76,7.5,35.5,107.3,86.5,89.5,85,386,152,386,20,10.6,26.3,,0.0,0.0
Simmons, Andrelton,592743,102,6,27.5,105.8,86.5,87.8,89,361,114,,32,15.4,31.4,,0.0,0.0
Rickard, Joey,572073,4,4,0.0,92.7,86.2,82.3,90.2,317,154,,,0.0,0.0,,0.0,0.0
Allen, Austin,664119,17,29.3,23.5,103.9,86.1,89.2,83.1,406,180,406,5,7.7,29.4,,0.0,0.0
Holaday, Bryan,592407,22,21.4,36.4,103.7,86.1,88.7,85,385,159,,6,11.3,27.3,,0.0,0.0
Rojas, Josh,668942,47,5.4,38.3,104.2,86,91,82.7,385,158,,13,9.8,27.7,,0.0,0.0
Butera, Drew,460077,30,22.5,16.7,99.4,85.9,89,87.3,391,150,,5,5.4,16.7,,0.0,0.0
Díaz, Isan,656371,15,9.5,33.3,107.3,85.9,91.5,82.1,356,147,,5,14.7,33.3,,0.0,0.0
Odom, Joseph,641929,20,14.5,40.0,105.4,85.6,91.9,84.4,372,154,,5,6.3,25.0,,0.0,0.0
Araúz, Jonathan,660620,51,9.4,41.2,106.6,85.6,86.4,86.5,347,160,347,13,9.2,25.5,,0.0,0.0
Williams, Justin,642211,3,10.2,33.3,93.6,85.5,84.5,86,281,129,,,0.0,0.0,,0.0,0.0
Ervin, Phillip,640447,52,16,25.0,104.8,85.4,89.4,80.3,348,169,,13,7.7,25.0,,0.0,0.0
Almora Jr., Albert,546991,21,11.6,14.3,106.1,85.3,79.9,91.8,345,111,,6,10.0,28.6,,0.0,0.0
McKinstry, Zach,656716,4,-6.1,50.0,96.2,85.2,96.1,74.3,327,147,,2,12.5,50.0,,0.0,0.0
Kieboom, Carter,666198,67,11.9,31.3,104.9,85.1,89.4,81.2,347,151,,14,5.9,20.9,,0.0,0.0
Wade Jr., LaMonte,664774,30,15.3,26.7,105.6,85,88.8,81.2,376,162,,9,11.5,30.0,,0.0,0.0
Lavarnway, Ryan,543432,9,12.7,33.3,101.8,84.9,79.8,91.1,326,153,,2,9.5,22.2,,0.0,0.0
Freeman, Mike,502273,28,19.8,42.9,102.3,84.8,89.4,79.8,359,207,,5,6.6,17.9,,0.0,0.0
Kratz, Erik,456124,22,0.6,36.4,110.4,84.8,90.3,81,321,125,,8,13.3,36.4,,0.0,0.0
Stubbs, Garrett,596117,10,1.6,30.0,94.3,84.4,87.2,82.2,335,144,,,0.0,0.0,,0.0,0.0
Sogard, Eric,519299,96,15.2,43.8,104.6,84.4,85.8,84,380,168,380,14,7.5,14.6,,0.0,0.0
Williams, Mason,592863,9,-4.9,33.3,102.4,84.3,83,84.9,377,120,,2,4.9,22.2,,0.0,0.0
Duggar, Steven,621453,23,6.5,26.1,103.7,84.2,85.7,83,380,130,,6,11.1,26.1,,0.0,0.0
Alcántara, Sergio,642727,17,21.7,29.4,100.4,84.2,83.9,85.9,388,184,388,4,14.3,23.5,,0.0,0.0
Wolters, Tony,547172,72,8.2,40.3,102.4,84.1,88.2,78,410,166,,15,8.4,20.8,,0.0,0.0
Romine, Andrew,461865,3,24.2,33.3,98.4,84,92.3,,236,190,,1,7.7,33.3,,0.0,0.0
Sierra, Magneuris,642423,38,3.8,31.6,105.6,83.7,83.1,84.2,376,130,,7,8.5,18.4,,0.0,0.0
Smith, Mallex,605480,32,2.1,12.5,100.1,83.7,85.1,83.1,324,107,,6,6.5,18.8,,0.0,0.0
Madrigal, Nick,663611,96,4.3,30.2,104.7,83.7,85.9,83.4,351,129,,19,10.3,19.8,,0.0,0.0
Garcia, Greg,594824,46,11.1,26.1,102.4,83.4,86.2,81.4,336,145,,5,4.6,10.9,,0.0,0.0
Rodgers, Brendan,663898,15,-5.2,0.0,112.8,83,86.1,83.8,339,85,,3,6.1,20.0,,0.0,0.0
Hechavarría, Adeiny,588751,47,11.2,21.3,105.1,82.9,85.7,81.2,361,140,,11,8.0,23.4,,0.0,0.0
Alvarez, Eddy,657193,21,2.9,23.8,101.5,82.7,79.6,84,352,91,,3,3.6,14.3,,0.0,0.0
Gallagher, Cam,595956,43,14.9,37.2,102,82.7,89.4,80.1,382,152,382,10,10.1,23.3,,0.0,0.0
Dyson, Jarrod,502481,51,5.7,23.5,103.3,82.7,85.6,82.3,348,123,,9,7.9,17.6,,0.0,0.0
Basabe, Luis Alexander,642772,9,16.5,22.2,100.2,82.6,88.1,85.5,334,146,,2,5.9,22.2,,0.0,0.0
Taylor, Beau,607333,13,9.9,23.1,98.9,82.6,94.9,80,290,95,,1,2.2,7.7,,0.0,0.0
Robertson, Daniel,621002,15,-9.8,53.3,105.6,82.1,92.9,72.6,340,150,,3,7.5,20.0,,0.0,0.0
Hudson, Joe,621529,13,37.5,15.4,97.9,82.1,86.9,88.6,361,181,,1,3.6,7.7,,0.0,0.0
Almonte, Abraham,501659,7,3.6,28.6,100.6,81.9,83.2,80.9,338,146,,1,4.8,14.3,,0.0,0.0
Mejía, Francisco,642336,30,23.4,36.7,100.3,81.5,91,76.1,343,157,343,4,4.1,13.3,,0.0,0.0
Reynolds, Matt,608703,4,2.1,0.0,99.7,81.5,72.2,84.6,224,64,,1,5.0,25.0,,0.0,0.0
Orf, Nate,644337,6,16.8,50.0,96.9,81.4,80.6,83,367,170,,2,28.6,33.3,,0.0,0.0
Chang, Yu,644374,7,-2.4,14.3,98.4,81.4,85.8,79.6,244,92,,1,3.8,14.3,,0.0,0.0
Ramirez, Harold,623912,8,10.6,37.5,94.2,81,91.3,73.9,361,135,,,0.0,0.0,,0.0,0.0
Jankowski, Travis,608671,8,-13,25.0,101.3,80.8,87.8,75.6,285,103,,1,3.7,12.5,,0.0,0.0
Mercer, Jordy,474568,18,10.8,16.7,103.3,80.7,82.3,78.6,234,95,,3,8.3,16.7,,0.0,0.0
Hermosillo, Michael,641684,8,23.3,25.0,102,80,80.6,86.2,312,135,,2,15.4,25.0,,0.0,0.0
Brantly, Rob,542963,3,28.5,33.3,86.9,79.4,,75.7,98,92,,,0.0,0.0,,0.0,0.0
Jackson, Alex,656577,3,9.6,33.3,100.3,79.4,85.6,67,213,131,,1,7.7,33.3,,0.0,0.0
Susac, Andrew,572180,2,44.9,50.0,80.9,79.2,80.9,,306,240,,,0.0,0.0,,0.0,0.0
Strange-Gordon, Dee,543829,62,14.1,30.6,96,79.2,82.5,80.4,329,140,,3,2.0,4.8,,0.0,0.0
Schebler, Scott,594988,1,-30.7,0.0,78,78,,78,6,6,,,0.0,0.0,,0.0,0.0
McCarthy, Joe,663411,5,27.1,0.0,91.8,77.9,82,77.8,287,136,,,0.0,0.0,,0.0,0.0
Martin, Jason,641829,5,22.5,0.0,91.5,76.5,,69.2,158,90,,,0.0,0.0,,0.0,0.0
Pache, Cristian,665506,2,-5.9,0.0,87.6,76.5,65.3,87.6,24,20,,,0.0,0.0,,0.0,0.0
Colón, Christian,518568,20,6,10.0,103.3,76,82.2,74.1,371,116,,4,9.8,20.0,,0.0,0.0
Florial, Estevan,664314,1,20,100.0,75.5,75.5,75.5,,218,218,,,0.0,0.0,,0.0,0.0
García, Adolis,666969,2,8.5,0.0,76.4,74.4,,72.4,188,96,,,0.0,0.0,,0.0,0.0
Mejia, Erick,625510,8,31.1,37.5,96.3,74,79.1,87.8,337,171,,1,3.4,12.5,,0.0,0.0
Grullón, Deivy,620453,2,50.9,0.0,83.4,73.7,63.9,,205,159,,,0.0,0.0,,0.0,0.0
Núñez, Eduardo,456488,2,-10.8,0.0,80,73.6,80,67.1,271,136,,,0.0,0.0,,0.0,0.0
Cuthbert, Cheslor,596144,1,48.2,0.0,58.5,58.5,,,166,166,,,0.0,0.0,,0.0,0.0
