last_name, first_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95per-swing,ev95percent,barrels,brl_percent,brl_pa
Schebler, Scott,594988,17,20,52.9,100.6,83.9,91,75,353,190,,4,5.4,23.5,1,5.9,2.9
González, Chi Chi,592346,17,-7.7,23.5,102.5,82.6,89.5,78.2,396,119,,5,10.9,29.4,1,5.9,2.9
Pache, Cristian,665506,40,8,20.0,104.7,81.7,84.4,82.5,411,125,411,11,8.1,27.5,2,5.0,2.9
Maile, Luke,571912,23,1.2,47.8,104.4,79.6,89.4,75.3,385,112,,6,10.5,26.1,1,4.3,2.9
Gonzalez, Marwin,503556,200,8.9,31.5,110.3,87.9,92,85.6,418,139,396,69,12.3,34.5,9,4.5,2.9
Difo, Wilmer,594694,166,12.2,31.9,109.9,83.7,86.4,82.4,412,151,392,39,8.0,23.5,7,4.2,2.9
White, Evan,657108,66,19.6,30.3,110.7,85.2,91.4,81.3,421,156,419,19,9.6,28.8,3,4.5,2.9
López, Pablo,641154,18,-6.4,27.8,110.5,79.6,91.9,71.5,345,121,,4,6.3,22.2,1,5.6,2.9
Ruiz, Rio,547004,90,9.9,25.6,107.4,86.8,93.4,82.6,406,149,383,24,8.2,26.7,4,4.4,2.8
Evans, Phillip,595943,161,5.3,25.5,109.6,88.4,91.2,88.7,445,132,414,69,16.6,42.9,7,4.3,2.8
Suzuki, Kurt,435559,180,14.6,28.9,105,85.2,89.3,82.4,405,163,386,49,11.0,27.2,7,3.9,2.8
Calhoun, Willie,641432,227,14.9,28.6,110.6,90.2,92.3,91.9,418,169,399,95,20.9,41.9,8,3.5,2.8
LeMahieu, DJ,518934,508,5,33.3,110.6,90.6,92.9,89.2,403,142,375,220,20.0,43.3,19,3.7,2.8
Duffy, Matt,622110,227,7.5,40.5,107.7,87.5,89.3,86.8,390,151,381,79,14.7,34.8,9,4.0,2.8
Souza Jr., Steven,519306,19,13.4,36.8,105.8,87.3,91.8,78.9,382,184,382,6,9.5,31.6,1,5.3,2.8
Eaton, Adam,594809,188,8.3,29.3,107.4,86.6,89.6,85.2,426,142,389,64,11.8,34.0,8,4.3,2.8
Merrifield, Whit,593160,573,14.1,40.0,107.8,86.9,91.4,82.2,414,172,384,165,12.7,28.8,20,3.5,2.8
Sosa, Edmundo,624641,228,6,28.9,114.6,86.7,90.5,84.7,428,143,398,73,11.5,32.0,9,3.9,2.8
Iglesias, José,578428,409,11.3,35.5,110.2,85.4,88.9,83.1,417,157,396,117,11.5,28.6,14,3.4,2.7
Short, Zack,670097,103,24.3,33.0,108.2,87.5,92.3,81.6,405,198,380,34,10.2,33.0,5,4.9,2.7
Lauer, Eric,641778,18,13.3,11.1,105.5,91.3,94.6,87.9,388,178,388,4,8.0,22.2,1,5.6,2.7
Moniak, Mickey,666160,18,9.1,27.8,107.6,90.9,92.1,90.1,372,157,372,7,9.7,38.9,1,5.6,2.7
Machín, Vimael,605353,24,6.3,20.8,109.1,89.7,93.9,85.7,393,149,,6,9.1,25.0,1,4.2,2.7
Perdomo, Geraldo,672695,25,18.7,32.0,103.3,86.5,88,86.1,402,192,,7,14.0,28.0,1,4.0,2.7
Williams, Mason,592863,24,10.3,29.2,102.2,85.8,93.6,80,370,171,370,6,8.8,25.0,1,4.2,2.7
Knizner, Andrew,668800,122,7.8,28.7,108,87.5,91.9,85.8,396,140,396,45,14.2,36.9,5,4.1,2.7
Duran, Jarren,680776,68,7.8,38.2,108.2,89.6,93.6,87.2,357,153,356,27,12.2,39.7,3,4.4,2.7
Araúz, Jonathan,660620,52,17.3,23.1,104.1,85.9,88.9,88.1,416,146,401,16,12.0,30.8,2,3.8,2.7
Barnes, Austin,605131,145,13.5,29.7,109,85.2,88.4,83.5,412,161,394,46,11.7,31.7,6,4.1,2.7
Jackson, Alex,656577,58,20.7,32.8,114.3,89.6,92.4,87.5,411,178,403,24,7.5,41.4,4,6.9,2.6
Gurriel, Yuli,493329,474,13.4,31.0,109.1,89.8,91,91.3,413,163,384,199,20.3,42.0,16,3.4,2.6
Dean, Austin,621573,21,5.1,33.3,107.1,87.4,90.8,85.8,399,149,399,7,9.9,33.3,1,4.8,2.6
Lux, Gavin,666158,254,11.3,34.6,109.7,89.8,92.6,88.7,421,155,397,102,15.2,40.2,10,3.9,2.6
González, Erik,570481,181,0.1,27.1,109.8,87,90.9,85.4,453,116,415,57,12.4,31.5,6,3.3,2.6
Vierling, Matt,663837,52,6.3,30.8,111.5,91.5,91.2,92.3,433,138,426,28,20.9,53.8,2,3.8,2.6
Pozo, Yohel,650968,64,14.6,35.9,107.9,87.7,91.9,88.2,396,166,396,24,16.3,37.5,2,3.1,2.6
Rivas, Webster,593590,53,10.2,26.4,106.3,86.6,87.6,86.1,393,124,390,17,12.9,32.1,2,3.8,2.6
Heredia, Guillermo,628338,225,12.7,35.6,109.7,86.6,92.1,82.1,433,165,402,78,11.9,34.7,9,4.0,2.6
Nimmo, Brandon,607043,248,8.8,34.3,111.5,89.3,91.4,88.8,423,152,397,102,15.6,41.1,10,4.0,2.6
Barnhart, Tucker,571466,251,15.5,37.1,106.7,87.1,91,83.4,412,174,392,78,10.2,31.1,10,4.0,2.6
Beaty, Matt,607461,160,12.3,26.9,109,86.7,89.1,86.3,443,151,385,49,12.1,30.6,6,3.8,2.6
Hedges, Austin,595978,209,18.9,27.8,110,85.7,88.8,84.9,419,170,384,63,10.0,30.1,8,3.8,2.6
Kiermaier, Kevin,595281,253,1.1,29.6,107.9,86.6,91.3,84.5,391,132,369,92,12.0,36.4,10,4.0,2.6
Díaz, Isan,656371,170,9.6,27.6,109,88.7,91.2,86.7,424,159,412,62,13.3,36.5,7,4.1,2.5
Frazier, Todd,453943,29,12.7,17.2,110.5,87.5,93.8,85.2,412,137,,10,13.7,34.5,1,3.4,2.5
Godoy, José,608422,23,5.7,17.4,106.1,86.2,91.3,84.2,364,140,,8,12.1,34.8,1,4.3,2.5
Adams, Matt,571431,27,10.5,29.6,102,82.2,91.7,74.3,402,149,,8,10.4,29.6,1,3.7,2.5
Anderson, Tyler,542881,10,5.1,30.0,99.6,82.1,81.5,82.5,393,138,393,1,1.4,10.0,1,10.0,2.5
Long Jr., Shed,643418,73,1.7,24.7,110.2,87.6,93.6,84.7,423,126,398,26,11.3,35.6,3,4.1,2.5
Greiner, Grayson,606988,42,15.4,31.0,108.5,85.4,91.8,82.6,365,162,365,12,7.8,28.6,2,4.8,2.4
Crowe, Wil,640444,25,-2,24.0,110.7,84.7,97.3,78.6,372,104,,6,8.2,24.0,1,4.0,2.4
Gosselin, Phil,594838,265,11.5,30.2,110,87.6,90.5,85.8,430,162,396,93,14.3,35.1,9,3.4,2.4
Isbel, Kyle,664728,53,19,32.1,111,87.3,91.1,90.1,373,169,373,16,10.2,30.2,2,3.8,2.4
Kieboom, Carter,666198,157,7.4,28.7,107.1,85.3,90.1,82.7,423,152,410,57,13.1,36.3,6,3.8,2.4
Palacios, Josh,641943,26,8.4,26.9,104.4,93.5,94,93.1,392,151,,11,13.9,42.3,1,3.8,2.4
Giménez, Andrés,665926,138,9,23.2,110.2,86.3,90.2,83.8,411,149,394,42,9.0,30.4,5,3.6,2.4
Gutiérrez, Kelvin,642721,196,2.3,27.6,114.4,89.9,94.1,88.7,426,124,389,88,16.9,44.9,7,3.6,2.4
Mercer, Jordy,474568,84,13.2,42.9,106.4,86.7,92.7,79.1,395,167,382,28,12.2,33.3,3,3.6,2.4
Castro, Harold,605612,252,10.2,44.0,107.2,88.6,91.5,85.2,447,170,403,97,14.4,38.5,8,3.2,2.4
García, Leury,544725,332,4.3,30.1,109.6,86.1,90.2,83.5,430,135,406,108,12.3,32.5,11,3.3,2.3
Reyes, Pablo,622569,63,15,28.6,107.5,87.1,91.7,84.8,385,158,385,23,15.9,36.5,2,3.2,2.3
Escobar, Alcides,444876,267,11.1,36.3,105.7,81.7,85.9,77.8,410,151,400,56,7.9,21.0,8,3.0,2.3
Tom, Ka'ai,664789,75,9.5,32.0,109.1,84.2,91.7,79.9,411,151,397,22,8.8,29.3,3,4.0,2.3
Arcia, Orlando,606115,63,8.9,27.0,108.4,88.2,90.7,89,430,133,395,24,13.2,38.1,2,3.2,2.2
Inciarte, Ender,542255,60,12.9,31.7,104.3,84.2,87.9,82.6,383,142,380,9,5.2,15.0,2,3.3,2.2
Schrock, Max,621011,102,18.5,40.2,107.4,85,88.2,83.1,393,189,383,25,8.7,24.5,3,2.9,2.2
Rojas, Miguel,500743,423,11.5,32.4,109.4,86.2,89,86.4,409,154,398,139,15.2,32.9,12,2.8,2.2
Culberson, Charlie,518586,188,10.6,35.6,109.4,85.4,88.7,83.9,407,152,390,56,10.7,29.8,6,3.2,2.2
Dickerson, Corey,572816,269,10.1,29.0,109.8,87.8,93,85.4,432,143,398,96,11.9,35.7,8,3.0,2.2
Gardner, Brett,458731,298,12.5,29.2,108.6,86.7,92.1,84.5,408,152,378,98,12.5,32.9,10,3.4,2.2
Wynns, Austin,642851,100,10.7,24.0,105.8,83.6,90.4,78.1,395,150,374,27,10.8,27.0,3,3.0,2.2
Ruiz, Keibert,660688,79,18.6,30.4,106.5,86,88.4,87.2,405,169,386,24,15.1,30.4,2,2.5,2.1
Rosario, Amed,642708,434,5.6,32.0,111.5,88.8,90.8,88.7,423,142,399,188,17.8,43.3,12,2.8,2.0
Rivas, Alfonso,663845,28,10.2,35.7,107.8,88.4,84.9,91.9,363,152,363,9,10.3,32.1,1,3.6,2.0
Vázquez, Christian,543877,379,13.6,33.0,109.7,86.3,90.2,83.9,409,159,390,118,12.9,31.1,10,2.6,2.0
Trejo, Alan,676701,32,10.9,40.6,103.9,87.7,90.5,85.7,433,170,433,13,13.5,40.6,1,3.1,2.0
Alcántara, Sergio,642727,149,10.5,32.9,107.4,87.5,92.3,84.2,406,157,387,50,11.1,33.6,5,3.4,2.0
Mathisen, Wyatt,621500,22,23.7,31.8,108.1,86.8,91.7,92,429,163,429,9,9.8,40.9,1,4.5,2.0
Profar, Jurickson,595777,291,14,30.6,107.6,85.3,89.5,84,431,147,384,88,11.7,30.2,8,2.7,1.9
Bumgarner, Madison,518516,13,24.7,46.2,105.9,87.2,92.9,77.8,396,216,,3,3.0,23.1,1,7.7,1.9
Adrianza, Ehire,501303,144,13.4,36.1,105.4,85.4,91.4,81.2,414,169,392,47,12.6,32.6,4,2.8,1.9
Reddick, Josh,502210,121,16.8,40.5,104.8,85.1,88,84.3,398,180,384,39,12.4,32.2,3,2.5,1.9
Knapp, Andrew,595284,86,13.1,27.9,111.6,86.2,91.9,80.7,411,173,406,27,7.8,31.4,3,3.5,1.9
Arraez, Luis,650333,386,9.9,41.5,104.2,88.4,91.1,85.7,402,163,400,118,13.8,30.6,9,2.3,1.9
McGuire, Reese,624512,156,13.4,39.7,107.5,87.5,90.4,85.3,363,175,363,51,12.8,32.7,4,2.6,1.8
Núñez, Renato,600524,37,14,21.6,109.6,85,91.7,81.3,396,149,372,13,11.8,35.1,1,2.7,1.8
Fuentes, Joshua,658069,207,18.3,28.0,107,85.2,89.3,81.7,429,171,389,57,9.4,27.5,5,2.4,1.8
Crawford, J.P.,641487,510,9.8,34.3,110.5,86.3,88.3,86.4,430,149,383,156,12.7,30.6,12,2.4,1.7
Gregorius, Didi,544369,308,18.3,32.1,107.6,86.1,88.8,85.8,438,168,389,82,9.6,26.6,7,2.3,1.7
Walls, Taylor,670764,104,12.2,38.5,106.4,88.5,92.8,85.6,404,173,404,35,11.5,33.7,3,2.9,1.7
Castillo, Luis,622491,35,0.8,14.3,104.5,84,83.9,85.6,398,114,,7,6.6,20.0,1,2.9,1.7
Ahmed, Nick,605113,333,10.1,27.9,109.5,87.2,90.5,85.8,409,149,399,93,10.5,27.9,8,2.4,1.7
Tapia, Raimel,606132,422,-4.4,19.9,109.9,85.7,88.7,85,442,99,414,133,13.2,31.5,9,2.1,1.7
Bolt, Skye,621450,44,10.8,15.9,103.8,86.4,90.5,84.3,410,143,410,12,12.2,27.3,1,2.3,1.7
Márquez, Germán,608566,47,6.4,34.0,109.4,85.3,92.4,78.4,418,164,418,11,11.1,23.4,1,2.1,1.7
Andrus, Elvis,462101,423,8.1,34.0,109.8,87.8,91.3,86.3,422,150,401,147,14.7,34.8,9,2.1,1.7
Robles, Victor,645302,235,19.9,31.9,108.3,84.1,90.6,78.8,424,167,412,64,9.8,27.2,6,2.6,1.6
Quinn, Roman,596451,33,11.2,33.3,109.4,86.4,88.9,85.8,379,143,,9,9.4,27.3,1,3.0,1.6
DeSclafani, Anthony,543101,25,17,32.0,107.6,80.7,95.9,74.1,334,133,,3,3.4,12.0,1,4.0,1.6
Tucker, Cole,657061,85,8.5,27.1,106.7,86.7,89.1,85.2,395,142,377,25,10.5,29.4,2,2.4,1.5
Mahle, Tyler,641816,43,-9.9,16.3,102.6,84.9,93.4,82.6,358,86,,8,6.5,18.6,1,2.3,1.5
Wallach, Chad,595453,30,8.1,33.3,109.2,84.9,90.1,80.7,366,155,,11,7.7,36.7,1,3.3,1.5
Daza, Yonathan,602074,248,6.6,32.3,106.5,85.2,87.8,83.5,415,143,413,67,11.0,27.0,5,2.0,1.5
Kiner-Falefa, Isiah,643396,548,5.4,31.6,107.9,85.5,89.5,83.6,423,136,400,158,14.2,28.8,10,1.8,1.5
Berti, Jon,542932,175,1.9,29.1,109.1,87.1,92.1,85.3,413,124,392,67,14.0,38.3,4,2.3,1.5
Newman, Kevin,621028,485,9.9,32.0,109.4,85.3,86.8,86.1,400,151,384,126,14.7,26.0,8,1.6,1.4
Urías, Julio,628711,47,8.4,23.4,104.4,86.8,89.6,87.7,385,120,,12,9.6,25.5,1,2.1,1.4
McCarthy, Jake,664983,37,2.3,18.9,109.1,80,86.7,75,375,138,372,5,4.0,13.5,1,2.7,1.4
Jones, Jahmai,663330,41,19.5,29.3,107.4,87.4,92.7,86.4,389,173,,11,9.3,26.8,1,2.4,1.4
León, Sandy,506702,140,20,31.4,106,87.3,90.3,84.6,417,182,397,37,8.9,26.4,3,2.1,1.4
Wainwright, Adam,425794,46,4.7,15.2,109.8,86.1,85.5,87.6,401,122,,11,8.0,23.9,1,2.2,1.4
Jankowski, Travis,608671,104,6.9,26.0,105.8,85.2,87.3,84.1,406,140,406,21,9.1,20.2,2,1.9,1.3
Espinal, Santiago,669289,193,13.1,35.8,104.2,84.8,88.5,83.4,400,153,397,44,10.3,22.8,3,1.6,1.2
Vargas, Ildemaro,545121,60,2.8,28.3,105,84.6,87,85.1,387,121,,17,11.6,28.3,1,1.7,1.2
Sisco, Chance,642082,53,13.8,24.5,100.5,83.7,87.8,81,390,141,,5,3.2,9.4,1,1.9,1.2
Ellis, Drew,656403,42,23.1,26.2,102.8,81.8,86.4,78.3,403,180,403,11,6.8,26.2,1,2.4,1.2
Hoerner, Nico,663538,125,7.7,31.2,107.8,87,88.6,87.7,380,144,,43,13.9,34.4,2,1.6,1.2
Paredes, Isaac,670623,63,18,31.7,106.4,85.5,88.7,83.9,377,171,377,16,10.5,25.4,1,1.6,1.2
Panik, Joe,605412,204,9.7,33.8,107.4,86.5,90.6,84.9,404,149,385,52,11.8,25.5,3,1.5,1.2
Holt, Brock,571788,187,9.8,31.0,105.7,86.1,90.1,84.1,416,148,398,46,10.6,24.6,3,1.6,1.2
Mazeika, Patrick,664850,62,12.2,29.0,102.2,87,91.9,82.4,364,150,364,13,8.1,21.0,1,1.6,1.1
Mendick, Danny,664901,124,13.7,29.0,109.5,84.1,86.6,86.1,401,155,391,35,10.8,28.2,2,1.6,1.1
Rivera, Emmanuel,656896,69,7.2,36.2,108.8,91.1,94.1,89,370,153,370,33,19.0,47.8,1,1.4,1.0
Smith, Kevan,607345,64,5.7,26.6,108.9,87.5,91.8,84.7,393,138,,22,10.8,34.4,1,1.6,0.9
Straw, Myles,664702,448,11.9,42.4,109.8,87.1,88,86.7,409,167,364,117,11.0,26.1,6,1.3,0.9
Parra, Gerardo,467827,69,15.7,36.2,104.4,87.5,90.7,82.6,408,183,393,20,9.8,29.0,1,1.4,0.9
Madrigal, Nick,663611,184,1.7,27.7,105.4,85.5,86.8,85.2,402,119,396,43,11.8,23.4,2,1.1,0.9
García, Robel,596825,66,14.3,19.7,107.8,86.5,90.5,85,362,153,362,22,10.6,33.3,1,1.5,0.9
Frazier, Adam,624428,512,12.6,38.9,108.7,85.4,87.1,85.3,395,161,383,129,11.5,25.2,5,1.0,0.8
Kemp, Tony,643393,288,18.4,38.9,100.6,86.7,89.8,82.8,380,186,359,63,10.0,21.9,3,1.0,0.8
Hamilton, Billy,571740,84,18.6,38.1,103.8,83.9,86.3,84.2,367,164,365,17,5.9,20.2,1,1.2,0.7
Wade, Tyler,642180,90,5.3,24.4,104.3,82.2,88,80,407,117,,12,4.3,13.3,1,1.1,0.7
Dyson, Jarrod,502481,106,4.1,30.2,105.2,83.5,87,82.9,367,119,,29,10.7,27.4,1,0.9,0.7
Guillorme, Luis,641645,110,4.7,34.5,101.8,86.4,90,83,391,145,391,25,9.5,22.7,1,0.9,0.6
Locastro, Tim,641796,107,14.3,32.7,107.1,82.1,85.1,79.4,395,158,366,18,7.0,16.8,1,0.9,0.6
Hernandez, Yonny,660634,113,4.1,39.8,106.3,83.1,85.8,81.3,393,132,,18,7.0,15.9,1,0.9,0.6
Sogard, Eric,519299,141,12.1,27.7,102.3,84,87.2,81.4,376,155,376,21,7.4,14.9,1,0.7,0.6
Akiyama, Shogo,673451,124,1.9,29.8,108,86.5,89.4,85.4,372,129,,39,11.6,31.5,1,0.8,0.5
Lopez, Nicky,670032,438,2.8,27.6,107.9,86.8,90,85.2,383,130,382,118,12.5,26.9,3,0.7,0.5
Nola, Austin,543592,156,14.7,30.1,107.9,89.7,93.6,89.1,363,154,358,64,20.5,41.0,1,0.6,0.5
Simmons, Andrelton,592743,354,3.9,29.1,108.2,84.1,87.3,84,408,127,389,77,10.5,21.8,2,0.6,0.4
Torreyes, Ronald,591720,283,12.2,30.4,106.9,82.2,85.7,79.9,401,146,376,40,6.5,14.1,1,0.4,0.3
Kaprielian, James,621076,2,11,50.0,108.1,108.1,108.1,,256,256,,1,14.3,50.0,,0.0,0.0
Bender, Anthony,669622,1,-1,0.0,106.7,106.7,,106.7,50,50,,1,20.0,100.0,,0.0,0.0
Giolito, Lucas,608337,1,0,0.0,105.6,105.6,,105.6,60,60,,1,16.7,100.0,,0.0,0.0
Bishop, Braden,623323,3,1.1,0.0,105.3,105.3,,105.3,59,59,,1,10.0,33.3,,0.0,0.0
Wright, Kyle,657140,2,-0.4,0.0,103.5,102.5,,102.5,77,53,,2,66.7,100.0,,0.0,0.0
Yamamoto, Jordan,657141,1,10.5,100.0,101.8,101.8,101.8,,217,217,,1,50.0,100.0,,0.0,0.0
Kivlehan, Patrick,623182,2,15.1,0.0,107.4,101.7,96,107.4,354,191,,2,11.8,100.0,,0.0,0.0
Bard, Daniel,453268,1,10.7,100.0,99.9,99.9,99.9,,200,200,,1,100.0,100.0,,0.0,0.0
Hunter, Tommy,488984,1,8.8,100.0,99.7,99.7,99.7,,154,154,,1,100.0,100.0,,0.0,0.0
Strasburg, Stephen,544931,4,7.6,50.0,104,98.2,98.2,98.2,265,174,,2,20.0,50.0,,0.0,0.0
Sheffield, Justus,656954,1,13,100.0,98,98,98,,272,272,,1,33.3,100.0,,0.0,0.0
Brault, Steven,643230,6,-11.1,0.0,105.4,97.2,,97.2,36,19,,3,21.4,50.0,,0.0,0.0
Littell, Zack,641793,1,7,0.0,97.2,97.2,97.2,,170,170,,1,20.0,100.0,,0.0,0.0
Gsellman, Robert,607229,1,-53.7,0.0,97.1,97.1,,97.1,2,2,,1,25.0,100.0,,0.0,0.0
Gonzales, Marco,594835,2,17.4,50.0,97,97,97,,318,318,,1,11.1,50.0,,0.0,0.0
Detwiler, Ross,446321,1,1.3,0.0,96.7,96.7,,96.7,80,80,,1,20.0,100.0,,0.0,0.0
Reetz, Jakson,656883,2,22.2,50.0,104.8,96.6,96.6,,331,258,,1,33.3,50.0,,0.0,0.0
Dunning, Dane,641540,3,-12.8,0.0,96.2,96.2,,96.2,13,13,,1,16.7,33.3,,0.0,0.0
Gallen, Zac,668678,23,3.7,21.7,104.8,96.2,99.4,96.5,347,149,,8,16.3,34.8,,0.0,0.0
Faria, Jake,607188,2,-1.7,0.0,100.8,95.7,,95.7,118,67,,1,20.0,50.0,,0.0,0.0
Almonte, Yency,622075,1,-31.5,0.0,95.5,95.5,,95.5,5,5,,1,16.7,100.0,,0.0,0.0
Dunn, Justin,643290,1,27.3,100.0,95.1,95.1,95.1,,353,353,,1,50.0,100.0,,0.0,0.0
Holloway, Jordan,656548,4,15.7,25.0,103.6,95.1,100.2,103.6,246,77,,3,23.1,75.0,,0.0,0.0
McKenzie, Triston,663474,2,-6.3,50.0,100,95,90,100,199,103,,1,50.0,50.0,,0.0,0.0
Bickford, Phil,641360,1,-12.2,0.0,94.8,94.8,,94.8,12,12,,,0.0,0.0,,0.0,0.0
Lopes, Tim,621005,6,33.3,33.3,101.5,94.7,94.7,101.5,373,279,,4,19.0,66.7,,0.0,0.0
Castano, Daniel,641447,3,-27.5,0.0,94.7,94.7,,94.7,7,7,,,0.0,0.0,,0.0,0.0
Campusano, Luis,669134,23,15.4,21.7,108.9,94.6,94,100.3,328,145,,12,18.2,52.2,,0.0,0.0
Martin, Corbin,656686,1,16.9,100.0,94.4,94.4,94.4,,295,295,,,0.0,0.0,,0.0,0.0
Davis, Taylor,543089,5,13.5,20.0,103.4,94.2,85.7,99.9,305,157,,2,22.2,40.0,,0.0,0.0
Heaney, Andrew,571760,1,10.2,100.0,94.1,94.1,94.1,,204,204,,,0.0,0.0,,0.0,0.0
Graterol, Brusdar,660813,2,29.6,0.0,98.1,93.7,,98.1,78,44,,1,33.3,50.0,,0.0,0.0
Santillan, Tony,663574,6,-2.6,33.3,100.8,93.6,92.1,94.6,338,116,,2,14.3,33.3,,0.0,0.0
Greinke, Zack,425844,1,39.2,0.0,93.5,93.5,93.5,,311,311,,,0.0,0.0,,0.0,0.0
Steele, Justin,657006,9,-9.4,11.1,104.7,93.3,96.1,91.9,202,76,,3,21.4,33.3,,0.0,0.0
Boyd, Matthew,571510,3,14.8,66.7,94.2,93.3,93.3,,258,251,,,0.0,0.0,,0.0,0.0
Arihara, Kohei,685503,1,-16.8,0.0,93.3,93.3,,93.3,10,10,,,0.0,0.0,,0.0,0.0
Bubic, Kris,663460,4,-24.2,0.0,96.2,92.7,,92.7,6,5,,1,10.0,25.0,,0.0,0.0
Thomas, Dillon,605504,2,29,50.0,96.5,91.9,91.9,,320,264,,1,4.5,50.0,,0.0,0.0
Lucroy, Jonathan,518960,16,21.7,37.5,104.9,91.9,94.9,92,356,147,,7,23.3,43.8,,0.0,0.0
Cease, Dylan,656302,5,5.1,20.0,98,91.7,95.9,85.5,338,176,,2,14.3,40.0,,0.0,0.0
Bundy, Dylan,605164,1,-25.1,0.0,91.4,91.4,,91.4,6,6,,,0.0,0.0,,0.0,0.0
Cleavinger, Garrett,664076,2,15.7,50.0,91.4,91.4,91.4,,261,261,,,0.0,0.0,,0.0,0.0
Sánchez, Ali,645305,4,-7.3,75.0,104.5,91.2,101.8,59.3,365,247,,3,50.0,75.0,,0.0,0.0
Castillo, Ivan,622668,3,-21.4,0.0,98.2,90.9,,90.9,61,23,,1,16.7,33.3,,0.0,0.0
Manaea, Sean,640455,4,-21.3,25.0,96.1,90.9,96.1,85.7,314,158,,1,16.7,25.0,,0.0,0.0
Megill, Tylor,656731,13,-8.3,23.1,102.2,90.8,97,88.5,394,99,,6,10.5,46.2,,0.0,0.0
Irvin, Cole,608344,5,4.5,20.0,93.7,90.8,85.3,93.5,206,122,,,0.0,0.0,,0.0,0.0
Urquidy, José,664353,1,7.2,0.0,90.7,90.7,90.7,,162,162,,,0.0,0.0,,0.0,0.0
Cabrera, Edward,665795,4,30.9,25.0,102.5,90.6,90.6,,361,262,,1,9.1,25.0,,0.0,0.0
Thompson, Zach,605507,9,-9.4,11.1,104.8,90.6,92.3,89.8,333,80,,2,6.1,22.2,,0.0,0.0
Fried, Max,608331,45,-0.5,31.1,105.8,90.3,93.1,87.8,375,146,,15,13.4,33.3,,0.0,0.0
Almora Jr., Albert,546991,35,7.7,22.9,106.4,90.3,95.9,90.2,384,131,,16,13.4,45.7,,0.0,0.0
Davis, Jaylin,664041,8,3.3,0.0,111.7,89.9,93,88,302,90,,3,15.0,37.5,,0.0,0.0
Sandoval, Patrick,663776,2,-32.8,0.0,99.1,89.8,,89.8,5,5,,1,25.0,50.0,,0.0,0.0
Richards, Garrett,572070,3,0.6,33.3,104.4,89.7,104.4,82.4,349,141,,1,9.1,33.3,,0.0,0.0
Padlo, Kevin,656821,4,27.5,50.0,102.9,89.7,91.4,84.5,386,259,,1,3.4,25.0,,0.0,0.0
Lee, Khalil,666137,5,0,40.0,100.6,89.5,93,87.2,310,143,,3,8.3,60.0,,0.0,0.0
Fowler, Dustin,641583,22,20.1,27.3,107.8,89.5,91.3,91.8,374,152,,7,8.5,31.8,,0.0,0.0
Mills, Alec,621219,10,-2.5,30.0,100.1,89.4,88.6,90.3,366,166,,1,2.4,10.0,,0.0,0.0
Castellani, Ryan,624418,1,-10.4,0.0,89.4,89.4,,89.4,9,9,,,0.0,0.0,,0.0,0.0
Fisher, Derek,605233,7,13.2,0.0,100,89.4,94.6,89.9,237,81,,1,7.1,14.3,,0.0,0.0
Tomlin, Josh,458708,3,9.5,0.0,91.5,89.1,86.8,91.5,301,155,,,0.0,0.0,,0.0,0.0
Barrera, Luis,642456,6,10.7,66.7,97.7,89,85.1,96.7,316,167,,2,15.4,33.3,,0.0,0.0
Andreoli, John,607430,3,10.8,66.7,105.6,88.7,98.2,69.7,304,173,,1,10.0,33.3,,0.0,0.0
Dorow, Ryan,676900,3,29.6,33.3,97.4,88.5,97.4,93.7,322,137,,1,8.3,33.3,,0.0,0.0
Beer, Seth,666179,6,22.3,83.3,102.5,88.5,88.5,,362,255,362,3,14.3,50.0,,0.0,0.0
Holaday, Bryan,592407,16,22.8,31.3,100.9,88.4,92,86.3,389,164,,4,5.1,25.0,,0.0,0.0
Maybin, Cameron,457727,16,-1.6,12.5,99.7,88.3,90.7,89,328,97,,6,9.7,37.5,,0.0,0.0
Paddack, Chris,663978,14,-8.1,21.4,101,88.1,88.9,87.5,310,123,,4,6.8,28.6,,0.0,0.0
Nogowski, John,596056,108,15.6,38.0,108.1,88.1,90.9,85.2,387,184,387,31,12.9,28.7,,0.0,0.0
Welker, Colton,666213,26,20.7,50.0,105.3,88.1,92.3,78.2,399,220,,10,12.7,38.5,,0.0,0.0
Woodford, Jake,663765,11,-17.8,18.2,103.5,87.9,93.7,86.2,254,63,,4,12.9,36.4,,0.0,0.0
Tejeda, Anderson,660731,6,5.5,16.7,107.1,87.8,89.5,86.1,343,145,,2,6.5,33.3,,0.0,0.0
Anderson, Chase,502624,8,9.5,25.0,103.2,87.8,75.4,94,274,127,,1,4.3,12.5,,0.0,0.0
Oviedo, Johan,670912,11,-25,0.0,107.3,87.6,,87.6,90,21,,4,10.3,36.4,,0.0,0.0
Howard, Spencer,675921,4,-14.8,25.0,95.7,87.6,95.7,83.5,316,128,,1,10.0,25.0,,0.0,0.0
Dawson, Ronnie,669008,5,-8.4,0.0,100.9,87.5,,87.5,112,30,,2,22.2,40.0,,0.0,0.0
Quantrill, Cal,615698,2,-25,0.0,88.5,87.5,,87.5,8,7,,,0.0,0.0,,0.0,0.0
Stewart, Kohl,640464,2,-7.2,0.0,100.7,87.3,100.7,73.9,146,77,,1,25.0,50.0,,0.0,0.0
